train_ciou train_cls train_dfl train_depth test_ciou test_cls test_dfl test_depth
2.593494285714286 1.7221857142857142 1.0536066666666666 8.337908095238095 1.9466181818181822 4.837299090909092 0.9600218181818182 18.052307272727273
2.4536080952380948 1.4038066666666664 1.0083904761904758 7.975881904761904 1.917777272727273 3.24898 0.9565100000000001 7.58273909090909
2.4255661904761907 1.3782642857142857 1.0057280952380954 7.995071428571428 1.8859390909090905 3.9717600000000006 0.9508454545454544 7.710582727272728
2.3933885714285714 1.366618095238095 0.9971776190476191 7.748843809523811 1.8491000000000002 2.853558181818182 0.9452327272727273 8.27215909090909
2.3592619047619046 1.349267142857143 0.9890114285714288 7.49660142857143 1.8637872727272728 2.3799945454545455 0.9427563636363636 8.875938181818182
2.370607619047619 1.3442147619047617 0.9899361904761905 7.079986190476189 1.9243481818181818 2.9850818181818184 0.9607845454545455 7.22820909090909
2.312915238095238 1.3146952380952381 0.9808609523809524 7.326289047619049 1.8554672727272725 2.3970781818181823 0.9449245454545454 7.34781909090909
2.338068095238095 1.3425057142857142 0.9853452380952381 6.9714319047619036 1.8675572727272725 2.022230909090909 0.9468527272727273 7.060320909090908
2.3251047619047616 1.3306947619047618 0.9802928571428572 7.045771904761905 1.8652127272727272 2.248685454545455 0.9493227272727274 12.61705090909091
2.3167042857142857 1.337285238095238 0.976764761904762 7.045068095238096 1.839690909090909 1.6107690909090906 0.9418745454545454 8.046765454545454
2.3057733333333332 1.3243004761904762 0.9781000000000003 7.096919047619048 1.8809627272727274 1.8054872727272728 0.9496518181818182 6.712436363636363
2.308205238095238 1.3251314285714286 0.9758942857142856 7.2278342857142865 1.8775 2.0218936363636364 0.9493236363636364 8.023764545454545
2.2904109523809524 1.3136485714285713 0.9720833333333333 7.193557142857142 1.858230909090909 1.6556972727272727 0.9470627272727273 8.646709090909091
2.3084776190476193 1.3318366666666666 0.976680476190476 6.945184761904763 1.8648790909090907 2.006303636363636 0.946760909090909 7.143796363636364
2.288178571428572 1.3211514285714285 0.9706485714285714 6.824297142857143 1.9333390909090908 2.0165963636363635 0.9605536363636363 6.662807272727273
2.2901390476190477 1.313755238095238 0.9752952380952381 7.346810476190476 1.872003636363636 2.0376045454545455 0.9468509090909091 7.213964545454545
2.2825004761904766 1.318195238095238 0.9719338095238095 6.914368095238096 1.8475136363636364 1.6586190909090908 0.9438418181818182 7.080760000000001
2.2999790476190474 1.3293547619047619 0.9745066666666669 6.7631766666666655 1.8681845454545454 2.7374154545454545 0.9433690909090909 10.49817
2.2959938095238095 1.3326190476190478 0.9706033333333334 6.863428571428572 1.8903399999999997 2.087978181818182 0.9479663636363637 7.042256363636363
2.283804285714286 1.316405238095238 0.9714561904761904 6.73890619047619 1.8601554545454548 2.3372200000000003 0.9429799999999999 10.045026363636364
2.2811690476190476 1.307534761904762 0.9702266666666666 6.761982857142856 1.8934872727272727 2.358860909090909 0.9500772727272726 8.311223636363636
2.268267619047619 1.2986833333333334 0.9656180952380954 6.630868095238095 1.843311818181818 2.0852363636363638 0.9405563636363635 9.055304545454545
2.2852652380952385 1.3334838095238095 0.9707566666666667 6.892878095238095 1.9170309090909092 1.8429627272727271 0.95597 6.432736363636363
2.2857619047619044 1.3177857142857141 0.9692952380952381 6.510173333333333 1.8887700000000003 2.350818181818182 0.9524163636363636 6.936258181818181
2.2901133333333332 1.3149347619047618 0.9697328571428573 6.454029523809523 1.8728581818181822 1.831021818181818 0.9513672727272727 8.586666363636366
1.9625604761904765 1.1482542857142857 0.9135933333333333 4.9061595238095235 1.9103999999999999 1.5545045454545454 0.9544045454545454 6.168159090909091
1.9549233333333333 1.08109 0.914595238095238 4.553071904761905 1.8739645454545453 1.2764245454545455 0.947769090909091 7.139693636363637
1.929106666666667 1.0676933333333334 0.9110895238095238 4.466715714285714 1.8213036363636363 1.3690463636363637 0.9365318181818182 7.341656363636363
1.9226876190476194 1.043865238095238 0.9087557142857141 4.27757 1.8339254545454546 1.3108172727272724 0.9418490909090909 5.612833636363636
1.9100914285714288 1.0449861904761906 0.9070538095238094 4.0735109523809525 1.9181618181818185 1.4339290909090912 0.9545236363636362 6.295616363636364
1.9263114285714285 1.032722380952381 0.9105747619047619 4.165855714285715 1.8789354545454544 1.2815254545454544 0.9467736363636362 6.545363636363636
1.9093928571428573 1.0345752380952384 0.9077480952380952 4.258021428571429 1.87246 1.3266400000000003 0.9500563636363637 6.309910000000001
1.907562380952381 1.0237995238095237 0.9080680952380953 3.9490214285714282 1.8219336363636365 1.3763245454545454 0.9394481818181819 6.444238181818182
1.9091966666666664 1.0284480952380954 0.9067138095238095 3.8505204761904754 1.899968181818182 1.339519090909091 0.9529327272727273 6.420100909090909
1.9014652380952382 1.0115719047619047 0.9070138095238095 4.036910476190476 1.8627936363636364 1.294040909090909 0.9436436363636365 6.103295454545455
1.9132504761904763 1.0181952380952382 0.9080052380952379 3.7436461904761904 1.824369090909091 1.3025690909090908 0.940289090909091 8.349155454545455
1.904413333333333 1.0201414285714288 0.9085295238095238 3.875501428571429 1.8550609090909091 1.4090890909090907 0.9418763636363636 6.033395454545453
1.9046180952380953 1.018597142857143 0.9076919047619046 3.8261085714285716 1.8666572727272723 1.2449818181818182 0.9498954545454545 6.6476609090909085
1.9121238095238096 1.023232380952381 0.9084376190476188 3.690778571428572 1.8831036363636366 1.38754 0.9482109090909091 6.530790909090908
1.8972061904761905 1.0063333333333333 0.9065761904761904 3.5515676190476184 1.827452727272727 1.4645763636363638 0.9408018181818182 6.841040909090908
1.8968699999999998 1.0126385714285713 0.9081785714285715 3.3431819047619045 1.818039090909091 1.2298963636363636 0.9392945454545454 5.956220909090908
1.88434 0.9939033333333334 0.9056557142857141 3.464606666666667 1.8461845454545454 1.3175999999999999 0.9432718181818182 7.550168181818182
1.8908280952380954 1.0022657142857145 0.9061185714285716 3.415907142857143 1.8465209090909092 1.3613554545454545 0.9419381818181819 7.673313636363636
1.8935542857142853 1.0041166666666665 0.9066595238095239 3.4452857142857143 1.8138281818181818 1.2471954545454544 0.9380100000000001 7.051797272727274
1.900710476190476 0.9972233333333332 0.9061304761904762 3.3521133333333326 1.822829090909091 1.3147554545454547 0.9383972727272727 6.374401818181818
1.8837985714285714 1.0028409523809525 0.9060276190476192 3.4268609523809523 1.8260727272727273 1.3724618181818184 0.9412954545454546 6.9077090909090915
1.8970071428571427 1.0001480952380952 0.9061457142857142 3.340119523809524 1.8519981818181817 1.284769090909091 0.9447254545454544 5.621652727272727
1.8760352380952379 0.9891576190476189 0.904344761904762 3.1414166666666667 1.8016818181818182 1.2244963636363637 0.9386509090909091 6.964624545454546
1.8879090476190477 0.994007619047619 0.9049809523809523 3.1354723809523812 1.8103000000000002 1.3124109090909089 0.940380909090909 6.064503636363636
1.8910785714285716 0.9961680952380954 0.9065076190476189 3.0421361904761905 1.8119863636363638 1.3474454545454544 0.9357581818181817 6.510817272727272
