train_ciou train_cls train_dfl train_dpt test_ciou test_cls test_dfl test_dpt
2.2153514285714286 1.2230238095238095 0.9753009523809526 8.172114285714285 1.7721227272727271 2.403784545454546 0.951421818181818 8.222672727272728
2.1744704761904763 1.1998033333333333 0.9648009523809523 7.605895238095239 1.7374545454545456 1.9048572727272732 0.9443099999999999 13.49529090909091
2.1483176190476194 1.1794557142857145 0.9626890476190477 7.753790476190478 1.7646054545454546 2.0029909090909093 0.9511581818181818 9.079545454545455
2.158697142857143 1.1919 0.9614114285714286 7.564771428571429 1.730342727272727 1.8383545454545456 0.9422809090909091 11.1536
2.140375714285714 1.1638571428571427 0.9585504761904761 7.279990476190475 1.7407027272727276 1.6994654545454546 0.9440390909090909 9.733854545454546
2.142236666666667 1.1696866666666668 0.9605133333333333 7.4920857142857145 1.727259090909091 1.5331172727272728 0.9383427272727272 9.1282
2.1401600000000003 1.1644490476190477 0.96166 7.404333333333333 1.7454863636363636 1.4100363636363638 0.9421718181818182 8.387309090909092
2.129068571428572 1.1575090476190477 0.9604042857142858 7.619257142857143 1.697840909090909 1.179638181818182 0.9352972727272728 8.452763636363635
2.1462633333333336 1.1760780952380954 0.9577819047619048 7.339542857142858 1.80321 1.4198090909090908 0.9533236363636365 11.753545454545453
2.129486666666667 1.1567766666666663 0.957432380952381 7.159714285714285 1.8154345454545455 1.6648827272727276 0.9582854545454546 8.08621818181818
2.1479952380952385 1.174038095238095 0.9616428571428572 7.521971428571429 1.8088363636363638 1.7397600000000002 0.9554981818181818 7.870327272727272
2.1387695238095237 1.164556666666667 0.9608171428571429 7.420438095238095 1.7931163636363636 1.7193236363636364 0.9511781818181819 9.43789090909091
2.1363814285714287 1.1680257142857144 0.9567442857142856 7.203409523809523 1.7634936363636364 1.5011390909090907 0.9453663636363636 8.238163636363637
2.1147533333333333 1.1424695238095237 0.9536880952380953 7.114580952380952 1.7198409090909095 1.3304245454545454 0.9398299999999999 8.768236363636364
2.1104252380952384 1.1470066666666665 0.9538371428571425 7.299857142857142 1.8561163636363636 1.5511536363636365 0.9694009090909091 12.644327272727274
2.111915238095238 1.1514666666666666 0.95157 7.37924761904762 1.751069090909091 1.3175745454545453 0.9473718181818183 7.431254545454545
2.109249047619047 1.142857619047619 0.9524952380952382 7.293990476190476 1.7186627272727273 1.4363572727272726 0.9385236363636363 8.926418181818182
2.1001533333333335 1.1447452380952383 0.9548057142857141 7.119438095238096 1.7547709090909094 1.6997527272727273 0.9459581818181818 9.250454545454545
2.106495714285715 1.1293795238095239 0.9542614285714285 6.982819047619048 1.7388545454545452 1.5360454545454543 0.9433418181818181 7.813890909090909
2.095820952380952 1.1318285714285714 0.9504314285714286 7.319238095238096 1.7375354545454547 1.4183509090909092 0.9452681818181818 8.032854545454544
2.0878480952380953 1.1265014285714283 0.950300476190476 7.3681333333333345 1.6975672727272728 1.1766354545454545 0.9329454545454545 8.132581818181817
2.1029290476190474 1.1322285714285714 0.9516914285714284 7.121761904761903 1.6958827272727275 1.1804245454545454 0.9356027272727274 8.479545454545455
2.1140095238095236 1.129787619047619 0.9526266666666668 6.801400000000001 1.7692963636363637 1.3138963636363636 0.9446100000000001 10.590054545454546
2.1008685714285713 1.135107142857143 0.9551119047619048 7.0130285714285705 1.7148954545454544 1.1539472727272726 0.9383754545454545 6.925072727272727
2.0774423809523808 1.1080752380952381 0.9480923809523807 7.197114285714285 1.7228827272727272 1.3593309090909091 0.9402927272727272 8.325636363636363
2.0886771428571427 1.1219309523809524 0.9508099999999999 7.046695238095238 1.696829090909091 1.2302254545454545 0.9334263636363637 9.624036363636362
2.0784685714285716 1.1303052380952383 0.9478157142857145 6.960038095238095 1.6982218181818183 1.264011818181818 0.9353045454545454 9.014036363636363
2.090046190476191 1.122627142857143 0.9501633333333334 6.817314285714286 1.768141818181818 1.4365554545454546 0.9473590909090909 10.235090909090909
2.0792385714285713 1.1165042857142857 0.9498661904761905 7.1588666666666665 1.7492681818181817 1.3364563636363638 0.9427399999999999 13.98903636363636
2.087114285714286 1.127550476190476 0.952234761904762 6.903733333333333 1.7233254545454544 1.3693399999999998 0.9404890909090909 8.194581818181819
1.7904652380952382 0.9336095238095238 0.9014780952380952 6.032266666666667 1.6811127272727269 1.0451272727272727 0.9356763636363635 7.2163818181818185
1.785405714285714 0.876267619047619 0.8976752380952382 5.603095238095239 1.6977763636363634 1.00334 0.9353536363636364 9.801581818181818
1.7586704761904766 0.8482676190476193 0.8939242857142856 5.530247619047619 1.646679090909091 0.9706854545454546 0.9253309090909091 9.425945454545454
1.759064761904762 0.8538161904761905 0.8971814285714285 5.173638095238095 1.6688327272727272 0.9564127272727275 0.9285 7.388963636363636
1.7661642857142856 0.8523009523809525 0.8954390476190475 5.545857142857143 1.6730345454545457 0.9899527272727273 0.9304136363636366 8.431727272727274
1.7388885714285716 0.8361190476190475 0.8912861904761906 4.998628571428572 1.6196181818181818 0.9665627272727274 0.917450909090909 9.031127272727273
1.73473 0.8363404761904762 0.8916919047619049 5.027914285714286 1.6290018181818182 1.0825854545454547 0.9204072727272727 8.031727272727272
1.736427142857143 0.8242519047619046 0.8920904761904763 4.852400000000001 1.6567999999999998 0.9840254545454545 0.9249572727272728 7.233309090909092
1.733825238095238 0.8208747619047619 0.8901419047619047 5.024133333333334 1.6971381818181819 0.96823 0.9318136363636363 8.673727272727275
1.742092857142857 0.8172566666666667 0.891962380952381 4.845914285714286 1.6517718181818182 1.0112127272727274 0.9241063636363637 7.120472727272727
1.7338409523809524 0.8163133333333332 0.8904723809523809 4.972438095238097 1.6343481818181815 1.073398181818182 0.9218109090909091 7.0358363636363634
1.729582380952381 0.8225614285714287 0.8900980952380951 4.836133333333333 1.634180909090909 0.9898690909090907 0.9212500000000001 7.842781818181819
1.7227361904761902 0.8122604761904761 0.8887957142857145 4.936 1.611131818181818 1.0185936363636363 0.91704 8.634618181818182
1.714902857142857 0.8072933333333333 0.8885866666666666 4.809733333333332 1.6248554545454545 1.10993 0.9194263636363634 7.4915818181818175
1.7100071428571428 0.8138700000000001 0.8878066666666667 4.471961904761905 1.6153063636363638 0.9745309090909092 0.9162936363636365 7.853909090909091
1.7264452380952384 0.8118309523809525 0.8908085714285716 4.717247619047619 1.6430827272727273 0.9909045454545453 0.9215772727272727 9.689036363636363
1.7082561904761906 0.8088195238095237 0.8864847619047619 4.505104761904762 1.6276481818181816 0.9924018181818183 0.9210554545454546 8.07470909090909
1.718791428571429 0.8134695238095239 0.8895828571428571 4.464914285714285 1.6565218181818182 0.9885927272727273 0.9265290909090911 7.207109090909089
1.706445238095238 0.8110557142857143 0.8884685714285714 4.636657142857143 1.6223581818181818 0.9760163636363636 0.9212245454545454 6.618072727272727
1.696812857142857 0.8000057142857143 0.8852166666666667 4.156657142857143 1.6418454545454544 1.029026363636364 0.9218936363636363 6.823636363636365
1.6891557142857148 0.7907300000000002 0.8828280952380952 4.330695238095238 1.6424281818181818 1.071497272727273 0.9262672727272728 6.59281818181818
1.7027533333333331 0.7992776190476191 0.8875709523809524 4.29832380952381 1.6627218181818184 1.0018154545454545 0.9265163636363636 6.800909090909091
1.6964142857142859 0.795047142857143 0.8865623809523809 4.215409523809524 1.619017272727273 1.0535281818181816 0.9200945454545454 6.990509090909091
1.6981795238095236 0.794914761904762 0.8879285714285714 4.345666666666666 1.647551818181818 0.937489090909091 0.9230445454545454 7.543836363636364
1.6969957142857144 0.7906747619047619 0.8882514285714287 4.157809523809524 1.6304127272727271 0.9708363636363636 0.9223563636363636 6.990254545454545
1.6873085714285716 0.785382857142857 0.8855771428571428 4.107485714285715 1.6546845454545454 0.972940909090909 0.9243127272727272 7.6180545454545445
1.6784238095238098 0.7821671428571428 0.8849638095238096 3.968685714285715 1.612619090909091 0.9331827272727273 0.9172499999999999 9.589018181818181
1.6927152380952382 0.7864347619047619 0.8860338095238097 4.303066666666667 1.6250809090909089 1.0793781818181818 0.9192063636363638 8.116727272727273
1.6841814285714285 0.787714761904762 0.8843028571428571 4.100161904761905 1.637791818181818 0.9884936363636364 0.9215363636363635 6.824618181818182
1.6823676190476191 0.7788861904761905 0.8851757142857143 4.056304761904762 1.6222154545454546 1.1417054545454546 0.9178972727272728 7.97690909090909
1.6682852380952382 0.7780180952380953 0.8831214285714285 3.68864761904762 1.6742254545454545 1.0402209090909091 0.9257318181818182 7.8596
1.682120476190476 0.7874738095238095 0.8846995238095239 3.9952095238095238 1.6856945454545451 1.0681399999999999 0.9291209090909092 7.358236363636364
1.6703680952380953 0.7786742857142858 0.8840533333333334 3.7497428571428575 1.6323854545454546 0.9109245454545455 0.9198845454545453 6.564054545454545
1.6704638095238096 0.7800571428571429 0.8830757142857143 3.8797523809523815 1.6107636363636362 0.9799354545454547 0.9172854545454545 11.31
1.6710728571428572 0.7767814285714287 0.8831661904761906 3.918504761904762 1.6086399999999998 0.9613336363636363 0.9157981818181817 8.830345454545455
1.6760699999999997 0.7787395238095238 0.8841733333333334 3.761876190476191 1.6370918181818181 1.0062845454545455 0.9211363636363636 7.764909090909091
1.6633961904761905 0.7757842857142857 0.8822790476190479 3.7170666666666676 1.6865390909090907 0.957351818181818 0.9281881818181819 6.668672727272727
1.6554961904761905 0.7669309523809524 0.88135 3.7458571428571434 1.6284572727272726 0.9951372727272727 0.9213245454545455 6.481072727272727
1.661889523809524 0.7718319047619047 0.8821680952380953 3.6341047619047617 1.675690909090909 1.0760118181818181 0.9283281818181819 7.216309090909092
1.6571109523809522 0.7660514285714286 0.881787619047619 3.587419047619048 1.609401818181818 1.0389209090909093 0.9181354545454546 6.929254545454544
1.6548033333333332 0.7624761904761905 0.8820638095238094 3.7695809523809527 1.65735 0.9606172727272725 0.9254499999999998 7.538454545454545
1.6662795238095238 0.7712957142857142 0.88089 3.5309523809523804 1.6404909090909092 1.0126363636363636 0.9197 8.300436363636363
1.651650476190476 0.764012380952381 0.8806957142857144 3.471542857142857 1.6432136363636365 0.9746463636363636 0.9211045454545457 7.073090909090909
1.6531604761904757 0.7676357142857144 0.8788080952380952 3.4997142857142856 1.649530909090909 1.00616 0.9225954545454548 6.738036363636365
1.6464542857142856 0.7621204761904762 0.8791566666666666 3.430266666666666 1.6414936363636363 0.9911300000000001 0.9220445454545453 6.923418181818182
1.6535219047619047 0.7673671428571428 0.879697142857143 3.4192095238095237 1.6717945454545455 0.9447399999999999 0.9277609090909091 7.159763636363635
1.6548133333333335 0.7608685714285714 0.8800685714285715 3.350190476190476 1.7270781818181817 1.0375227272727274 0.9330999999999999 6.885709090909091
1.6579352380952384 0.7691738095238094 0.8827366666666666 3.6972380952380957 1.6414463636363634 1.021209090909091 0.9233636363636362 6.967636363636364
1.6362338095238098 0.7637423809523809 0.8778904761904762 3.288780952380953 1.669315454545454 1.0394245454545457 0.9273500000000001 7.09830909090909
1.6439119047619049 0.7676390476190476 0.8797566666666664 3.422542857142857 1.6952363636363637 1.0106245454545453 0.9292272727272728 7.3973272727272725
1.6396804761904762 0.7548566666666667 0.8799133333333334 3.2956476190476187 1.680141818181818 0.9772090909090907 0.9280018181818183 7.165072727272727
1.64021 0.7599090476190477 0.8784947619047617 3.3811142857142857 1.6535490909090909 0.9721909090909093 0.9246827272727274 8.028436363636363
1.640877619047619 0.7571790476190478 0.880022380952381 3.516838095238095 1.6468463636363637 0.9511336363636363 0.9234936363636362 7.294781818181818
1.6296385714285713 0.7481671428571428 0.8788904761904762 3.1270571428571428 1.6334763636363638 1.003880909090909 0.9231054545454547 7.565581818181818
1.6468033333333334 0.7578585714285714 0.8794609523809525 3.236085714285714 1.628647272727273 0.9779018181818181 0.9218572727272728 7.895654545454547
1.6412742857142855 0.7589457142857144 0.876702380952381 3.159352380952381 1.6456436363636364 0.9594527272727272 0.925761818181818 8.131854545454546
1.6330585714285715 0.7545633333333335 0.8784209523809523 3.2461904761904763 1.6628754545454543 1.04318 0.9253190909090908 6.9553090909090916
1.6368285714285715 0.7583980952380953 0.8770942857142856 3.4449238095238095 1.6462763636363633 0.9445927272727274 0.9232927272727273 6.615181818181818
1.6301233333333334 0.7487390476190475 0.8780333333333332 3.288409523809524 1.679812727272727 0.9869509090909093 0.9295309090909091 8.39650909090909
1.6305961904761908 0.7508285714285714 0.8761323809523809 3.1148952380952384 1.6344327272727275 0.9475118181818182 0.9220327272727272 7.067527272727273
1.6325257142857144 0.7525590476190476 0.8760157142857145 3.184685714285714 1.6716254545454547 0.9703745454545453 0.9246790909090908 6.8536909090909095
1.637315238095238 0.7599966666666668 0.877972380952381 3.080638095238095 1.6545681818181819 1.0110599999999998 0.9276427272727272 6.6876727272727265
1.630772857142857 0.75234 0.8767842857142858 3.1066285714285713 1.6287063636363635 0.9423199999999998 0.9203354545454545 7.564909090909091
1.6167704761904762 0.7454104761904761 0.8759566666666666 3.1704476190476187 1.6613672727272728 1.0368754545454546 0.9259063636363636 7.026490909090909
1.6272180952380952 0.7450995238095238 0.878432380952381 3.0836476190476194 1.6530945454545454 0.9509927272727272 0.9265554545454545 8.876963636363636
1.6313395238095239 0.7501566666666667 0.8794166666666666 3.0604190476190483 1.6926072727272727 1.0612809090909094 0.9309118181818182 7.0875272727272725
1.6362757142857143 0.7555995238095238 0.8792890476190477 3.0501238095238086 1.6510263636363638 0.9786572727272727 0.9236927272727272 7.54789090909091
1.6250433333333332 0.7468642857142856 0.876514761904762 3.1487904761904764 1.682827272727273 0.9502154545454544 0.9307618181818181 7.090563636363637
1.624074761904762 0.7451161904761905 0.8754685714285716 3.055476190476191 1.6354018181818184 1.0671427272727272 0.9225863636363635 7.214381818181818
1.6223495238095236 0.7464438095238095 0.875725714285714 3.117790476190476 1.6339809090909092 0.97029 0.9210354545454545 7.329836363636363
1.6273652380952384 0.7486790476190477 0.8740252380952381 3.1813238095238097 1.6310981818181818 0.9625809090909091 0.9216500000000001 8.028836363636366
1.6130390476190477 0.7391466666666666 0.8758795238095238 3.0213714285714284 1.6427390909090909 0.9597236363636363 0.9236518181818183 7.0478545454545465
1.6131866666666665 0.7417628571428571 0.8758047619047621 3.104314285714285 1.6257472727272728 0.9834763636363637 0.9212272727272729 7.1217999999999995
1.6222819047619044 0.7380695238095237 0.8766104761904763 3.0325142857142855 1.69657 1.07518 0.9312354545454545 6.808327272727274
1.6286552380952382 0.7473619047619048 0.8788661904761904 3.029047619047619 1.6398190909090908 1.0209790909090908 0.9217545454545454 7.016127272727272
1.6101752380952383 0.7433128571428572 0.8752495238095238 2.831180952380952 1.6281945454545452 0.9466045454545454 0.9217399999999998 7.780599999999999
