train_ciou train_cls train_dfl test_ciou test_cls test_dfl
2.73529 3.3948021483097053 1.341453304252999 4.340340516129032 8230.957554064516 2.071685096774193
2.68692372955289 3.3234182551799343 1.326332933478735 4.336827612903225 7057.269647741935 2.062142
2.6606913195201742 3.2852780370774264 1.3171013522355508 4.332401870967742 5651.5325779354835 2.0513933548387095
2.6395440239912755 3.248236663031625 1.3105271319520175 4.323997741935484 4236.603180064516 2.0399704516129034
2.625812715376227 3.2202427480916027 1.3057679171210468 4.3199489677419365 3051.3662978709676 2.028154838709677
2.614933162486369 3.198438396946565 1.3026307415485279 4.308776387096774 2093.0089579354835 2.015242580645161
2.599646968375136 3.1731690730643405 1.2973862704471102 4.294297677419355 1404.0928908387098 1.9999047096774194
2.5896643293347874 3.1527679607415484 1.2942998473282439 4.275034064516128 911.345484064516 1.982937483870968
2.5824863904034894 3.1418755070883315 1.2928787786259541 4.24838129032258 588.9369946451612 1.9646229677419353
2.5750002617230097 3.1292615049073063 1.2895639803707744 4.220093225806452 383.51303025806453 1.944646387096774
2.5655036641221374 3.1096196728462377 1.286070185387132 4.186952580645162 244.79097290322582 1.9233653548387095
2.5605371537622683 3.1008239367502726 1.2843643838604142 4.153875290322581 158.97142341935486 1.9008869677419353
2.551492573609597 3.0908948527808073 1.2819254198473284 4.115133677419355 103.49190019354837 1.8771479354838712
2.5469789203925846 3.078286052344602 1.2807341112322792 4.070143806451613 69.11030638709677 1.8518555483870967
2.5427971864776446 3.066537731733915 1.2782244929116684 4.016815612903224 46.53505264516129 1.8239513548387094
2.53405372955289 3.0599008615049073 1.2755101199563796 3.953384129032259 32.12298341935484 1.7899123870967741
2.529588189749182 3.050479203925845 1.2754367829880044 3.8844841290322583 22.892968903225807 1.7524125161290323
2.5259989858233367 3.039345092693566 1.2739067611777537 3.800957161290323 16.721825419354836 1.7100382580645161
2.5205337186477643 3.035197699018539 1.2720404143947657 3.7090233548387093 12.706556387096773 1.664203677419355
2.5151640348964013 3.024002181025082 1.2710092148309704 3.6126765161290324 9.984657096774194 1.615769612903226
2.5149388876772085 3.0199672410032714 1.2700081134133043 3.5124693548387094 8.20256819354839 1.5651340645161291
2.5134735768811343 3.013392322791712 1.269474765539804 3.4056947096774195 6.97718922580645 1.5138270967741934
2.5066053762268266 3.0061966303162486 1.2669962377317339 3.3065998064516133 6.1256042580645165 1.4650528387096775
2.503817077426391 2.999462508178844 1.2664509269356599 3.2107882580645164 5.527733548387097 1.4188227741935484
2.5010298582333697 2.997127775354417 1.2663232933478736 3.11884264516129 5.079066193548388 1.3771964516129032
2.496467938931298 2.9880604580152674 1.2651901635768812 3.0352090967741936 4.764912 1.3376565806451612
2.4951425736095967 2.9861468593238825 1.2645194765539802 2.9603608387096774 4.514972580645161 1.3031332258064516
2.4901460850599784 2.9763867284623773 1.2624932388222463 2.894593548387097 4.321440774193548 1.2710685161290323
2.488774252998909 2.9747123555070885 1.26228239912759 2.8348267741935484 4.154782838709678 1.245368129032258
2.4893233042529985 2.968763118865867 1.2615420174482006 2.7791867741935485 4.019708258064516 1.2209956774193547
2.4869942639040348 2.967835877862595 1.2617863576881134 2.733980193548387 3.903764774193549 1.2006628387096774
2.4810407633587785 2.9603550054525627 1.2593147764449293 2.6899438064516126 3.8037959354838704 1.1830473548387097
2.478020316248637 2.953790010905126 1.2584990621592147 2.652529161290323 3.7157541935483867 1.167734258064516
2.4761505016357686 2.954367099236641 1.2578028244274808 2.621181419354839 3.6439530967741933 1.1542456774193548
2.4732048636859325 2.947527251908397 1.2569106543075246 2.5916432903225806 3.5742305806451617 1.1435454193548384
2.4697934678298803 2.936984263904035 1.2548082878953106 2.565400967741936 3.5108058709677414 1.133196322580645
2.46879893129771 2.940390894220284 1.2554998473282444 2.5446957419354836 3.4620338709677423 1.1245184516129032
2.468917851690294 2.940888996728462 1.255802453653217 2.5218292258064516 3.4148109677419365 1.117498258064516
2.4670080370774263 2.9379284078516905 1.2547791057797164 2.5066518709677417 3.3711725806451613 1.1109615483870967
2.4662277099236642 2.9329613195201745 1.254533511450382 2.4900294838709676 3.3338437419354836 1.105088
2.4592428353326063 2.919696608505998 1.2522069138495093 2.473917290322581 3.3018106451612903 1.0997814838709674
2.4564608615049073 2.920679323882225 1.2512586477644494 2.4613894193548385 3.273299161290322 1.0955302580645163
2.455162290076336 2.9207838713195198 1.2516301090512538 2.4509162580645163 3.248081870967742 1.092712258064516
2.459073794983642 2.913598309705562 1.2528334242093784 2.440812451612903 3.2216933548387097 1.0890307096774192
2.452073435114504 2.9082920610687024 1.2505255616139583 2.4288707096774194 3.1967980645161287 1.0860855483870966
2.451248571428571 2.9106892148309704 1.2495141657579063 2.4200072903225807 3.1761998064516135 1.0829253548387097
2.4547297382769906 2.909621603053435 1.2500693129770992 2.4128829677419352 3.166591935483871 1.080775741935484
2.4465199999999996 2.90279280261723 1.2484830534351146 2.4040872903225807 3.1465114193548387 1.0786093548387097
2.444497949836423 2.906767142857143 1.2482205234460195 2.3975343225806447 3.1303968387096774 1.0757136774193548
2.4467430643402395 2.9021725190839693 1.2493397709923664 2.393556322580645 3.120826322580645 1.0749706451612904
2.023392268266085 2.4491488222464555 1.1004225517993458 2.3790501935483874 3.067680322580645 1.0725467096774193
2.007997808069793 2.4119707633587786 1.0978310032715375 2.3653314838709676 3.0148570967741932 1.0693133548387097
1.9992192693565978 2.3925667284623775 1.0955505779716466 2.3518979354838714 2.9683738709677416 1.0666178064516132
1.9956191384950928 2.3801100981461283 1.095445147219193 2.341350129032258 2.9251405161290327 1.0650135483870966
1.9917048745910582 2.3697849291166846 1.0935566194111233 2.3301038064516133 2.8929389032258066 1.0626820645161288
1.9880910468920394 2.3623703271537626 1.0928220501635768 2.319685548387097 2.856030451612903 1.061291935483871
1.979453042529989 2.349658756815703 1.0914733260632496 2.3117603870967742 2.8275212258064517 1.0594118064516127
1.9795733260632498 2.34343387131952 1.0912524318429662 2.2986865161290324 2.796775483870968 1.0584572258064517
1.9754929661941114 2.337405976008724 1.0900330207197384 2.2923500645161288 2.775344258064516 1.057370193548387
1.974416990185387 2.339899302071974 1.089280218102508 2.2854385161290325 2.74919664516129 1.0573427741935484
1.9759766521264994 2.328422028353326 1.0892310468920392 2.2780814193548387 2.7335937419354837 1.0557538709677419
1.9668590294438384 2.322695005452563 1.0876789858233369 2.2715199354838713 2.7130378064516125 1.0549064516129034
1.9666377426390402 2.318544765539804 1.0875936205016359 2.262627935483871 2.6918885806451613 1.054797741935484
1.9642519302071975 2.3114124645583427 1.0873000218102509 2.258192387096774 2.677240193548387 1.0540327741935485
1.9617768702290077 2.3095047873500545 1.0866017011995637 2.252825612903226 2.664664709677419 1.0534288387096775
1.9573681788440567 2.3023201526717556 1.0855751908396947 2.2468178709677415 2.648853290322581 1.0512473548387096
1.9583438058887677 2.3016304580152673 1.0862059760087242 2.2411257419354835 2.6327605161290326 1.051959741935484
1.952834503816794 2.2966734460196294 1.0844925954198472 2.237920516129032 2.6217285806451613 1.051971870967742
1.9553171646673935 2.2910216357688116 1.0850189967284625 2.2368031612903225 2.611623741935484 1.0516012903225807
1.9515075899672847 2.2870460632497274 1.084239705561614 2.2287507741935486 2.599386064516129 1.0504449032258065
1.9502456924754636 2.2801774263904036 1.0829263249727372 2.2269747096774193 2.596456322580645 1.0506144516129032
1.9472943184296618 2.2797328898582334 1.082295550708833 2.225535806451613 2.5855054838709677 1.050266129032258
1.9446391821155944 2.276618353326063 1.0818725954198474 2.220970322580645 2.574584967741936 1.0497570322580645
1.9466197164667394 2.2710774045801525 1.0822808942202835 2.2195615483870963 2.5654083870967743 1.0505292903225805
1.9410022464558343 2.2664352453653214 1.0804825736095964 2.218949548387097 2.564997419354839 1.0499809032258065
1.9426066630316252 2.2668500327153764 1.0817099454743728 2.213853677419355 2.5525958709677417 1.0493210967741935
1.9416313958560525 2.2629365430752455 1.0809725408942201 2.2100289677419354 2.5451963870967744 1.047064
1.9405348745910578 2.264301145038168 1.0803740676117777 2.2094992258064514 2.542960193548387 1.0485603870967741
1.940277175572519 2.2577103271537626 1.0807836968375137 2.202906 2.533095096774194 1.0472929677419356
1.9324584623773173 2.256359640130861 1.0788636641221374 2.2054371612903227 2.5285811612903224 1.0480655483870966
1.9351599890948745 2.253834372955289 1.0797972300981462 2.2019885806451613 2.522689935483871 1.0465729677419355
1.9330244383860413 2.25161121046892 1.07905826608506 2.1986628387096774 2.5187984516129034 1.0465445806451612
1.937607328244275 2.245657448200655 1.0799796946564886 2.1949236774193546 2.5126454838709678 1.0461897419354838
1.9295685059978192 2.245179454743729 1.0773400981461285 2.1930312258064517 2.506863096774193 1.0455327096774194
1.9271147219193023 2.2410646673936747 1.0771031842966194 2.1935191612903226 2.508964129032258 1.0453236129032257
1.9264276335877866 2.235639520174482 1.0774553762268266 2.190732322580645 2.4990868387096774 1.0463755483870967
1.9241215376226826 2.2332322028353326 1.0765744056706652 2.1877108387096778 2.498721483870968 1.0444964516129032
1.9249246019629225 2.2321776881134134 1.077156641221374 2.190604 2.4990488387096774 1.045783419354839
