train_ciou train_cls train_dfl test_ciou test_cls test_dfl
2.3047290476190483 1.7696090476190474 1.1076604761904763 1.9983936363636365 1.9238881818181819 0.9874409090909091
2.2475361904761906 1.4518538095238096 1.0854371428571428 1.9722436363636362 1.9585 0.9685918181818182
2.214799047619048 1.3860180952380954 1.0723833333333335 1.9480899999999999 1.8516481818181818 0.9570190909090909
2.1822914285714283 1.3696323809523812 1.064974761904762 1.8748727272727272 1.6816936363636363 0.9434618181818183
2.184265238095238 1.374894761904762 1.0645604761904763 1.9489572727272728 2.108372727272727 0.9610472727272729
2.1745223809523813 1.3569019047619046 1.0572638095238094 1.9177418181818182 1.802791818181818 0.94418
2.1423857142857146 1.3307166666666668 1.0505623809523812 1.9201854545454546 2.1699818181818182 0.9467081818181817
2.1555971428571428 1.3425990476190477 1.0543685714285718 1.8585772727272731 1.6433690909090908 0.9514145454545454
2.1297604761904765 1.3115061904761904 1.0492866666666667 1.8269918181818179 1.4394354545454546 0.9336636363636363
2.1383790476190474 1.3106885714285714 1.0455195238095238 1.8111899999999999 1.6050909090909093 0.9317027272727273
2.1149080952380954 1.3124795238095237 1.0444799999999996 1.843264545454545 1.4975945454545454 0.9411527272727273
2.1296976190476196 1.3238266666666667 1.0467385714285713 1.8126854545454547 1.7085245454545452 0.9323772727272727
2.112103809523809 1.289712380952381 1.0379204761904761 1.8264681818181818 2.792720909090909 0.9319072727272727
2.1128633333333333 1.3056595238095237 1.0401895238095238 1.8251781818181818 1.6043163636363638 0.9405336363636363
2.11874 1.3028685714285713 1.0400209523809525 1.8077327272727275 1.721558181818182 0.9364772727272727
2.1014919047619047 1.2816057142857145 1.0382023809523808 1.7930036363636364 1.2847572727272725 0.931230909090909
2.100963333333334 1.30606 1.0335761904761902 1.8071136363636364 1.4097618181818181 0.9313218181818183
2.086767142857143 1.2820285714285713 1.0291738095238094 1.800119090909091 1.5298981818181816 0.9288827272727272
2.0779733333333334 1.2632042857142858 1.0261933333333335 1.8347109090909088 1.4388990909090908 0.9465281818181818
2.0773528571428574 1.2665666666666668 1.0294690476190476 1.8675072727272728 1.4809718181818183 0.9365200000000001
2.0903266666666664 1.2799242857142858 1.030527619047619 1.7901963636363634 1.52447 0.933829090909091
2.079111428571429 1.2625809523809521 1.0277885714285715 1.8206381818181818 1.4983163636363637 0.93889
2.090235238095238 1.2555409523809524 1.0257219047619048 1.7838718181818185 1.4615490909090914 0.9277127272727271
2.088350476190476 1.2621661904761907 1.0265942857142856 1.935810909090909 1.6968772727272723 0.9651945454545454
2.0972771428571426 1.271922380952381 1.0279409523809524 1.7424518181818185 1.3062309090909088 0.9277572727272727
2.050878095238095 1.239039523809524 1.027273333333333 1.7666172727272729 1.4440436363636364 0.9302809090909091
2.057427142857143 1.263387619047619 1.0216357142857144 1.7697290909090908 1.3552254545454545 0.9265490909090908
2.0472699999999997 1.2524509523809524 1.01987 1.8002581818181822 1.670831818181818 0.9291299999999999
2.0409061904761905 1.2261633333333333 1.0206547619047617 1.791258181818182 1.3027127272727272 0.9294799999999999
2.082004761904762 1.2594780952380953 1.0263652380952382 1.7383154545454547 1.3951781818181817 0.9237763636363635
2.061534761904762 1.2321452380952378 1.0210580952380954 1.767561818181818 1.3367499999999999 0.9244018181818181
2.0585299999999993 1.235981904761905 1.0245299999999997 1.7820090909090909 1.5054681818181819 0.9278918181818182
2.039651904761905 1.242732857142857 1.0213247619047618 1.7411527272727272 1.4760018181818182 0.922540909090909
2.0528285714285714 1.241860952380952 1.021482380952381 1.7265036363636364 1.4402172727272726 0.9205690909090908
2.037254285714286 1.2282585714285714 1.0187719047619048 1.7358763636363639 1.3113472727272728 0.9200727272727274
2.0560638095238093 1.2522514285714288 1.0225699999999998 1.7411290909090908 1.4731945454545454 0.9259609090909091
2.055826190476191 1.2378704761904764 1.0227266666666666 1.7307436363636364 1.2368809090909092 0.9241718181818181
2.0298209523809527 1.2110833333333333 1.0117442857142858 1.7675045454545455 1.3908099999999999 0.9202136363636364
2.0412033333333333 1.2462038095238095 1.0205004761904763 1.7644181818181819 1.3095990909090909 0.930279090909091
2.014395238095238 1.2088695238095237 1.0139738095238096 1.729236363636364 1.3104209090909091 0.9194736363636363
2.0241642857142854 1.2177666666666667 1.01251 1.755270909090909 1.4495709090909092 0.925950909090909
2.0173519047619046 1.2065461904761905 1.0154052380952379 1.734740909090909 1.245243636363636 0.9246245454545453
2.0429628571428573 1.2212533333333333 1.012404761904762 1.7566536363636367 1.239160909090909 0.9237909090909092
2.0460985714285718 1.2416542857142856 1.0176019047619047 1.7729018181818181 1.26864 0.9304218181818182
2.03474619047619 1.2154890476190476 1.014957619047619 1.763747272727273 1.3743518181818182 0.9310736363636365
2.0131542857142857 1.2024419047619048 1.0140009523809523 1.719441818181818 1.3295009090909091 0.9187972727272726
2.0215390476190476 1.222750952380952 1.014729523809524 1.7308845454545456 1.2955681818181817 0.9180854545454546
2.0297199999999997 1.2116071428571429 1.0136557142857145 1.742691818181818 1.1942672727272727 0.9278881818181819
2.017064761904762 1.2151357142857147 1.0096004761904762 1.7350490909090908 1.3355718181818181 0.9170081818181818
2.031841428571429 1.2174371428571427 1.0114238095238097 1.7476881818181822 1.1541754545454543 0.9259818181818182
2.0124380952380956 1.207370476190476 1.0108723809523807 2.004779090909091 1.4826972727272727 0.9844227272727273
2.034588571428572 1.2274128571428573 1.01854 1.7231536363636364 1.2520609090909092 0.9184854545454545
2.0243919047619046 1.2196319047619049 1.0073866666666664 1.749710909090909 1.3600272727272729 0.9215127272727273
2.009048571428571 1.2114099999999999 1.0087219047619047 1.7399754545454547 1.3992554545454545 0.9195636363636364
2.014567619047619 1.2065 1.0088261904761904 1.76087 1.192872727272727 0.9185527272727274
2.0210399999999997 1.201287142857143 1.0103904761904763 1.7219499999999999 1.4045527272727272 0.9164027272727272
2.0270104761904766 1.2122576190476189 1.0100990476190475 1.7283663636363635 1.3456163636363636 0.9212945454545455
2.009395714285714 1.199307619047619 1.0124123809523808 1.723661818181818 1.1471981818181818 0.9232772727272728
2.0417495238095236 1.230358095238095 1.017739523809524 1.709609090909091 1.1180227272727272 0.9206336363636364
2.0144047619047623 1.192322857142857 1.0056433333333334 1.7057381818181818 1.2038263636363637 0.9143245454545454
1.978862380952381 1.1780019047619046 1.0022109523809521 1.7590445454545454 1.9117336363636364 0.9239518181818182
2.017334761904762 1.2021780952380954 1.0114938095238093 1.7292172727272728 1.4730345454545455 0.9186472727272726
1.9986504761904755 1.179359523809524 1.0041252380952383 1.7261609090909091 1.173618181818182 0.9265318181818181
2.000760952380953 1.1837309523809523 1.0066895238095237 1.6918199999999999 1.0949236363636363 0.9155563636363637
2.0003657142857145 1.1942942857142858 1.007923333333333 1.7367745454545456 1.3037372727272727 0.9188972727272727
1.9893190476190472 1.1829733333333334 1.0085366666666666 1.7099136363636362 1.298111818181818 0.9146636363636363
1.98746 1.1732057142857142 1.0015457142857143 1.694325454545455 1.3165936363636364 0.9112981818181818
1.9899404761904758 1.1791633333333333 1.007482380952381 1.7190227272727272 1.2968863636363637 0.9185645454545455
2.0058728571428572 1.1984733333333335 1.0062261904761904 1.6827272727272726 1.1240954545454545 0.9128081818181818
1.9937119047619047 1.1888357142857142 1.0046719047619048 1.715548181818182 1.2072727272727273 0.9197109090909091
1.9995052380952376 1.1731690476190475 1.0061633333333333 1.7165154545454542 1.1536127272727272 0.9182299999999999
1.9947447619047616 1.1775000000000002 1.002954761904762 1.6922190909090906 1.152958181818182 0.916361818181818
1.9981661904761903 1.1832157142857143 1.0028623809523811 1.703347272727273 1.1090163636363637 0.9093427272727272
2.0068380952380953 1.186900476190476 1.0017914285714284 1.6734454545454547 1.2037954545454546 0.9073245454545457
1.989736190476191 1.173787619047619 1.0061238095238096 1.6836618181818181 1.3489336363636362 0.9104754545454544
1.9852438095238096 1.172802380952381 1.0020209523809525 1.6809481818181817 1.3055654545454545 0.9104581818181817
1.9953138095238092 1.1791085714285716 1.0054533333333335 1.7001718181818182 1.1335409090909094 0.9111663636363637
1.9853433333333335 1.1767038095238096 1.0001704761904762 1.6888272727272726 1.1247972727272728 0.9094836363636364
2.010279523809524 1.1959590476190478 1.002760952380952 1.6800190909090909 1.130239090909091 0.9119936363636364
1.9992461904761905 1.1818066666666667 1.0051580952380952 1.6941445454545454 1.1602618181818183 0.914160909090909
1.9733447619047617 1.15561 1.0015033333333334 1.7092245454545456 1.2758072727272727 0.9139281818181818
1.9844738095238095 1.1743257142857142 0.999284285714286 1.693891818181818 1.1125536363636366 0.9104681818181818
1.988027619047619 1.17015 1.0015623809523813 1.7604827272727273 1.2240818181818183 0.914400909090909
1.9932457142857143 1.180265714285714 1.0023690476190477 1.7179618181818184 1.15889 0.9131554545454548
1.982299047619048 1.1845190476190475 0.9999947619047619 1.6915936363636364 1.2129045454545453 0.9121990909090911
1.98759619047619 1.162235238095238 1.0004842857142857 1.6854354545454546 1.2861390909090908 0.9075127272727271
1.9682619047619052 1.1605542857142854 0.9996390476190474 1.6655027272727274 1.12385 0.9069981818181817
1.9823485714285718 1.1708866666666662 0.9975938095238094 1.6849627272727274 1.2637436363636365 0.9108654545454545
1.9679942857142858 1.1570961904761905 0.9999885714285712 1.664462727272727 1.2812263636363637 0.90904
1.9593319047619047 1.1562747619047617 0.9945242857142857 1.7485736363636362 1.1956072727272729 0.9295581818181818
1.9614033333333336 1.1401690476190476 0.9956495238095238 1.6754618181818182 1.1716918181818183 0.9076181818181819
1.9855942857142856 1.168173333333333 1.0026409523809523 1.6947663636363637 1.142659090909091 0.9122336363636364
1.9613357142857142 1.166477142857143 0.997294761904762 1.6906563636363636 1.2963581818181817 0.9094836363636364
1.9848433333333335 1.1663828571428572 0.9984490476190476 1.694167272727273 1.30467 0.9111754545454546
1.963579047619048 1.1469714285714285 0.9957361904761906 1.7150718181818183 1.35685 0.9149445454545454
1.9727604761904762 1.1549461904761904 0.9942909523809524 1.7139572727272727 1.1778081818181823 0.9150881818181819
1.9601628571428575 1.1481999999999999 0.9969361904761904 1.7173463636363637 1.2682036363636366 0.9113018181818183
1.975782857142857 1.1553485714285712 1.000444285714286 1.6936454545454545 1.128089090909091 0.9111327272727273
1.982388095238095 1.1697280952380953 1.0002904761904763 1.6734936363636363 1.1276672727272727 0.9125463636363637
1.9839333333333333 1.1630961904761907 1.0017214285714287 1.684559090909091 1.3315554545454547 0.9079045454545454
1.741447619047619 1.0150133333333333 0.9411514285714287 1.7747545454545453 1.1254600000000001 0.9150600000000001
1.7231480952380953 0.9309104761904763 0.9396666666666667 1.704389090909091 1.0772709090909092 0.9116636363636363
1.709957619047619 0.9120571428571428 0.9367366666666667 1.65584 1.013090909090909 0.9019100000000001
1.7100728571428572 0.9012342857142858 0.9390585714285715 1.6290381818181816 1.05772 0.8977618181818183
1.7033438095238096 0.8961800000000001 0.9366861904761903 1.60114 0.9751118181818181 0.9020436363636364
1.7057852380952383 0.8984347619047619 0.9323933333333333 1.6041790909090912 0.9837381818181817 0.8966263636363636
1.6841738095238095 0.8888171428571431 0.9314009523809522 1.6528500000000002 1.0022445454545454 0.8983618181818183
1.6798790476190475 0.8859490476190478 0.928617619047619 1.6288754545454545 0.9882172727272728 0.902411818181818
1.6876166666666665 0.8776957142857142 0.9370409523809523 1.672302727272727 1.035800909090909 0.9037427272727272
1.6881833333333334 0.8819185714285716 0.934882380952381 1.609599090909091 0.9568754545454545 0.8989763636363635
1.6836880952380948 0.8708861904761904 0.9291628571428573 1.5789281818181815 0.9658709090909091 0.8923336363636366
1.6593328571428572 0.8617052380952381 0.9281966666666668 1.6033899999999996 0.9689690909090909 0.8959163636363635
1.6952157142857143 0.8720852380952383 0.9275647619047618 1.6003436363636363 1.0208036363636364 0.8951363636363637
1.6742528571428574 0.8583933333333333 0.9289595238095236 1.5913863636363637 0.9936209090909092 0.89272
