train_ciou train_cls train_dfl train_depth test_ciou test_cls test_dfl test_depth
2.919504523809524 2.2960614285714285 1.1808557142857146 12.188137142857144 2.519241666666667 1.4428675 1.0070241666666666 10.833109166666667
2.922058333333333 2.276134761904762 1.1807685714285714 11.49190857142857 2.5166924999999996 1.432635 1.0016933333333335 10.558505000000002
2.9254416666666665 2.2717473809523807 1.1790773809523811 11.21254642857143 2.51135 1.4221808333333332 1.003139166666667 10.693156666666667
2.890155714285714 2.251907380952381 1.167665238095238 11.289860238095239 2.5020708333333332 1.4201316666666666 1.0047483333333336 11.920796666666666
2.938754761904762 2.2873761904761905 1.1819254761904763 11.101320476190477 2.5057133333333335 1.43424 1.0081383333333334 11.412905
2.9506980952380952 2.303211666666667 1.185845 11.279887142857143 2.522689166666666 1.4382308333333331 1.0051974999999997 9.577546666666667
2.919434761904762 2.263667857142857 1.181915238095238 11.076279523809525 2.52641 1.4378883333333334 1.0042391666666666 10.71769
2.9216357142857143 2.307357142857143 1.179972619047619 11.242851428571429 2.5146891666666664 1.4313266666666669 1.0028750000000002 9.487990833333333
2.9408697619047617 2.3027216666666668 1.1872959523809523 11.066757380952382 2.5350574999999997 1.4422275000000002 1.0084841666666666 9.1978025
2.930596428571429 2.281224761904762 1.180392857142857 10.997451428571427 2.5147600000000003 1.4271725 1.0045708333333334 9.63436
2.9077116666666663 2.2434226190476187 1.1769919047619049 10.768782857142858 2.5135025 1.4192791666666666 1.003845 10.498434166666668
2.9244111904761905 2.283742380952381 1.1774359523809523 10.774104047619048 2.5250741666666667 1.4311858333333332 1.0068433333333335 9.942662500000003
2.9217345238095236 2.2602488095238096 1.1810819047619048 10.897907857142858 2.510231666666667 1.4324916666666667 1.0059258333333332 11.817940833333333
2.9383052380952384 2.299948333333333 1.1832328571428572 10.731402857142857 2.5248375000000003 1.4494891666666667 1.0072458333333334 9.331849166666668
2.921939523809524 2.269773809523809 1.1805083333333333 10.450701428571428 2.5153641666666666 1.4439366666666666 1.0058866666666664 11.810964166666666
2.9187488095238097 2.288313333333333 1.179372619047619 10.708763809523811 2.509715 1.4216491666666666 1.0030958333333333 9.980075833333332
2.9295602380952377 2.2798607142857144 1.177524761904762 10.723069285714285 2.5108525 1.4288641666666668 1.0064441666666666 10.271465833333334
2.897949761904762 2.264782619047619 1.1771919047619046 10.47315142857143 2.5317125000000003 1.4599108333333335 1.0057966666666667 9.679170000000001
2.9214949999999997 2.2626850000000003 1.1846802380952381 10.523063095238095 2.522186666666667 1.437480833333333 1.001740833333333 9.081879166666665
2.916794285714286 2.275504047619048 1.1823292857142857 10.563902857142855 2.5111491666666668 1.4380083333333333 1.0070958333333333 10.169468333333334
2.9198378571428574 2.2537076190476193 1.180840476190476 10.366965476190476 2.5147375 1.4280233333333336 1.0054825 9.828546666666666
2.923886428571428 2.301840238095238 1.1778635714285717 10.66169476190476 2.5205808333333333 1.4446358333333331 1.0061433333333334 9.882814999999999
2.9378007142857143 2.2718523809523807 1.182430476190476 10.446043333333332 2.5094366666666668 1.4376716666666665 1.0011983333333332 11.400539166666668
2.925451190476191 2.2906445238095237 1.1823519047619047 10.482339523809525 2.4996433333333337 1.4184975 1.0033475 9.849036666666667
2.906167619047619 2.260079047619048 1.1763116666666666 10.300379761904761 2.515776666666667 1.4332399999999998 1.0039475 10.071489999999999
2.4213566666666666 1.3690859523809524 1.0047421428571428 9.490426428571428 2.5060791666666664 1.4142216666666665 1.0016591666666668 8.878745833333335
2.4200985714285714 1.3579095238095238 1.0055190476190476 9.043742142857141 2.4879433333333334 1.3942149999999998 1.0005483333333334 9.139581666666666
2.4214845238095237 1.3687464285714286 1.005958095238095 8.981959285714286 2.5013241666666666 1.4224366666666668 1.0029466666666667 8.930585833333334
2.419294047619048 1.3661704761904763 1.0054742857142858 8.908286428571428 2.491825833333333 1.40904 1.0019016666666667 8.971897499999999
2.430219761904762 1.3712976190476192 1.0071492857142856 8.817531904761905 2.5103241666666665 1.4100883333333334 1.0060624999999999 9.405488333333333
2.421652857142857 1.3630635714285713 1.0089740476190474 8.806941904761905 2.4802691666666665 1.3879575 1.0020566666666668 8.701620833333333
2.4284661904761906 1.3619111904761905 1.007732857142857 8.570940238095236 2.5035925 1.40862 1.0059908333333334 9.531656666666667
2.4131711904761906 1.3518745238095238 1.0066599999999999 8.555036428571428 2.5064941666666667 1.4108950000000002 1.0023641666666667 8.613192500000002
2.434082380952381 1.3760547619047618 1.0076176190476192 8.484977142857142 2.50011 1.4165783333333335 1.0066791666666666 9.0031975
2.4163297619047617 1.3606800000000001 1.006000238095238 8.470003333333333 2.5004025000000003 1.4018966666666666 1.0051725 8.851035000000001
2.424552142857143 1.368367142857143 1.0057192857142856 8.395493095238097 2.5072441666666667 1.4133924999999998 1.0087650000000001 8.964820833333334
2.416084047619048 1.362178095238095 1.0060440476190475 8.301416190476191 2.4972641666666666 1.3928341666666666 1.004815 9.106266666666667
2.428689285714286 1.3739585714285714 1.0060164285714286 8.218003333333334 2.5046775 1.4080508333333335 1.0070666666666666 8.951533333333332
2.412220476190476 1.3705885714285715 1.0058345238095239 8.285193095238096 2.4970066666666666 1.4009841666666667 1.0054899999999998 8.849333333333332
2.4144435714285715 1.365502619047619 1.0037871428571428 8.214693095238097 2.5072758333333334 1.4318099999999998 1.005155 8.937101666666665
2.426654761904762 1.368985476190476 1.0054283333333334 8.090249761904763 2.497220833333333 1.398179166666667 1.0033058333333333 8.857361666666668
2.425129047619048 1.368267857142857 1.0053185714285715 8.061210476190476 2.5066058333333334 1.416354166666667 1.0087983333333337 9.357495
2.4294714285714285 1.3719145238095238 1.0067121428571428 7.86951619047619 2.5063041666666668 1.4089933333333333 1.0046016666666666 8.745823333333334
2.419495 1.3609859523809524 1.00532 7.889280952380953 2.4842833333333334 1.396016666666667 1.0042908333333334 8.990998333333334
2.413085952380952 1.3551538095238096 1.0039383333333332 8.01173023809524 2.497844166666667 1.4110183333333335 1.0039049999999998 9.120738333333334
2.4101483333333333 1.3576009523809522 1.0042714285714287 7.84787642857143 2.4792633333333334 1.3980991666666667 1.0033016666666665 8.562520833333334
2.4244907142857146 1.3785011904761906 1.008967619047619 7.994252380952382 2.5005616666666666 1.413421666666667 1.003526666666667 8.814106666666666
2.4292207142857145 1.3679230952380952 1.0092064285714286 7.908594047619048 2.4966608333333333 1.3988649999999998 1.0004708333333334 9.052129166666665
2.4337871428571427 1.3675438095238095 1.0073995238095237 7.822244523809523 2.481555 1.3941458333333332 1.0022666666666666 8.904600833333333
2.426977142857143 1.3715904761904762 1.0075504761904763 7.703635952380952 2.5092674999999995 1.421555 1.0039641666666665 8.776792499999997
